"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency"
"24.02.2024 22:00 - 24.02.2024 23:00","40.54","EUR"
"24.02.2024 23:00 - 25.02.2024 00:00","36.58","EUR"
"25.02.2024 00:00 - 25.02.2024 01:00","33.35","EUR"
"25.02.2024 01:00 - 25.02.2024 02:00","33.51","EUR"
"25.02.2024 02:00 - 25.02.2024 03:00","31.74","EUR"
"25.02.2024 03:00 - 25.02.2024 04:00","31.27","EUR"
"25.02.2024 04:00 - 25.02.2024 05:00","30.88","EUR"
"25.02.2024 05:00 - 25.02.2024 06:00","30.51","EUR"
"25.02.2024 06:00 - 25.02.2024 07:00","30.72","EUR"
"25.02.2024 07:00 - 25.02.2024 08:00","30.87","EUR"
"25.02.2024 08:00 - 25.02.2024 09:00","33.76","EUR"
"25.02.2024 09:00 - 25.02.2024 10:00","35.08","EUR"
"25.02.2024 10:00 - 25.02.2024 11:00","35.2","EUR"
"25.02.2024 11:00 - 25.02.2024 12:00","34.17","EUR"
"25.02.2024 12:00 - 25.02.2024 13:00","30.41","EUR"
"25.02.2024 13:00 - 25.02.2024 14:00","30.11","EUR"
"25.02.2024 14:00 - 25.02.2024 15:00","30.02","EUR"
"25.02.2024 15:00 - 25.02.2024 16:00","29.99","EUR"
"25.02.2024 16:00 - 25.02.2024 17:00","31.5","EUR"
"25.02.2024 17:00 - 25.02.2024 18:00","31.67","EUR"
"25.02.2024 18:00 - 25.02.2024 19:00","31.44","EUR"
"25.02.2024 19:00 - 25.02.2024 20:00","30.8","EUR"
"25.02.2024 20:00 - 25.02.2024 21:00","30.6","EUR"
"25.02.2024 21:00 - 25.02.2024 22:00","31.0","EUR"
"25.02.2024 22:00 - 25.02.2024 23:00","30.74","EUR"
"25.02.2024 23:00 - 26.02.2024 00:00","30.01","EUR"
"26.02.2024 00:00 - 26.02.2024 01:00","26.53","EUR"
"26.02.2024 01:00 - 26.02.2024 02:00","26.99","EUR"
"26.02.2024 02:00 - 26.02.2024 03:00","27.76","EUR"
"26.02.2024 03:00 - 26.02.2024 04:00","28.8","EUR"
"26.02.2024 04:00 - 26.02.2024 05:00","30.58","EUR"
"26.02.2024 05:00 - 26.02.2024 06:00","34.96","EUR"
"26.02.2024 06:00 - 26.02.2024 07:00","38.9","EUR"
"26.02.2024 07:00 - 26.02.2024 08:00","40.26","EUR"
"26.02.2024 08:00 - 26.02.2024 09:00","44.6","EUR"
"26.02.2024 09:00 - 26.02.2024 10:00","46.28","EUR"
"26.02.2024 10:00 - 26.02.2024 11:00","49.24","EUR"
"26.02.2024 11:00 - 26.02.2024 12:00","53.85","EUR"
"26.02.2024 12:00 - 26.02.2024 13:00","56.61","EUR"
"26.02.2024 13:00 - 26.02.2024 14:00","56.33","EUR"
"26.02.2024 14:00 - 26.02.2024 15:00","58.78","EUR"
"26.02.2024 15:00 - 26.02.2024 16:00","54.04","EUR"
"26.02.2024 16:00 - 26.02.2024 17:00","59.67","EUR"
"26.02.2024 17:00 - 26.02.2024 18:00","60.01","EUR"
"26.02.2024 18:00 - 26.02.2024 19:00","65.0","EUR"
"26.02.2024 19:00 - 26.02.2024 20:00","60.01","EUR"
"26.02.2024 20:00 - 26.02.2024 21:00","53.07","EUR"
"26.02.2024 21:00 - 26.02.2024 22:00","63.65","EUR"
"26.02.2024 22:00 - 26.02.2024 23:00","59.95","EUR"
"26.02.2024 23:00 - 27.02.2024 00:00","58.88","EUR"
"27.02.2024 00:00 - 27.02.2024 01:00","55.83","EUR"
"27.02.2024 01:00 - 27.02.2024 02:00","53.51","EUR"
"27.02.2024 02:00 - 27.02.2024 03:00","49.92","EUR"
"27.02.2024 03:00 - 27.02.2024 04:00","50.83","EUR"
"27.02.2024 04:00 - 27.02.2024 05:00","54.96","EUR"
"27.02.2024 05:00 - 27.02.2024 06:00","55.68","EUR"
"27.02.2024 06:00 - 27.02.2024 07:00","91.37","EUR"
"27.02.2024 07:00 - 27.02.2024 08:00","96.23","EUR"
"27.02.2024 08:00 - 27.02.2024 09:00","111.12","EUR"
"27.02.2024 09:00 - 27.02.2024 10:00","104.08","EUR"
"27.02.2024 10:00 - 27.02.2024 11:00","93.39","EUR"
"27.02.2024 11:00 - 27.02.2024 12:00","80.01","EUR"
"27.02.2024 12:00 - 27.02.2024 13:00","90.33","EUR"
"27.02.2024 13:00 - 27.02.2024 14:00","59.16","EUR"
"27.02.2024 14:00 - 27.02.2024 15:00","64.49","EUR"
"27.02.2024 15:00 - 27.02.2024 16:00","57.01","EUR"
"27.02.2024 16:00 - 27.02.2024 17:00","59.25","EUR"
"27.02.2024 17:00 - 27.02.2024 18:00","59.96","EUR"
"27.02.2024 18:00 - 27.02.2024 19:00","59.96","EUR"
"27.02.2024 19:00 - 27.02.2024 20:00","37.23","EUR"
"27.02.2024 20:00 - 27.02.2024 21:00","30.0","EUR"
"27.02.2024 21:00 - 27.02.2024 22:00","27.87","EUR"
"27.02.2024 22:00 - 27.02.2024 23:00","24.34","EUR"
"27.02.2024 23:00 - 28.02.2024 00:00","20.36","EUR"
"28.02.2024 00:00 - 28.02.2024 01:00","17.15","EUR"
"28.02.2024 01:00 - 28.02.2024 02:00","16.81","EUR"
"28.02.2024 02:00 - 28.02.2024 03:00","16.56","EUR"
"28.02.2024 03:00 - 28.02.2024 04:00","16.61","EUR"
"28.02.2024 04:00 - 28.02.2024 05:00","17.41","EUR"
"28.02.2024 05:00 - 28.02.2024 06:00","18.54","EUR"
"28.02.2024 06:00 - 28.02.2024 07:00","21.22","EUR"
"28.02.2024 07:00 - 28.02.2024 08:00","25.68","EUR"
"28.02.2024 08:00 - 28.02.2024 09:00","27.54","EUR"
"28.02.2024 09:00 - 28.02.2024 10:00","27.42","EUR"
"28.02.2024 10:00 - 28.02.2024 11:00","26.09","EUR"
"28.02.2024 11:00 - 28.02.2024 12:00","24.76","EUR"
"28.02.2024 12:00 - 28.02.2024 13:00","22.37","EUR"
"28.02.2024 13:00 - 28.02.2024 14:00","21.41","EUR"
"28.02.2024 14:00 - 28.02.2024 15:00","21.64","EUR"
"28.02.2024 15:00 - 28.02.2024 16:00","22.13","EUR"
"28.02.2024 16:00 - 28.02.2024 17:00","22.4","EUR"
"28.02.2024 17:00 - 28.02.2024 18:00","22.83","EUR"
"28.02.2024 18:00 - 28.02.2024 19:00","22.38","EUR"
"28.02.2024 19:00 - 28.02.2024 20:00","21.07","EUR"
"28.02.2024 20:00 - 28.02.2024 21:00","21.36","EUR"
"28.02.2024 21:00 - 28.02.2024 22:00","20.61","EUR"
"28.02.2024 22:00 - 28.02.2024 23:00","18.8","EUR"
"28.02.2024 23:00 - 29.02.2024 00:00","16.57","EUR"
"29.02.2024 00:00 - 29.02.2024 01:00","20.65","EUR"
"29.02.2024 01:00 - 29.02.2024 02:00","19.53","EUR"
"29.02.2024 02:00 - 29.02.2024 03:00","18.11","EUR"
"29.02.2024 03:00 - 29.02.2024 04:00","17.29","EUR"
"29.02.2024 04:00 - 29.02.2024 05:00","17.2","EUR"
"29.02.2024 05:00 - 29.02.2024 06:00","18.27","EUR"
"29.02.2024 06:00 - 29.02.2024 07:00","18.89","EUR"
"29.02.2024 07:00 - 29.02.2024 08:00","20.6","EUR"
"29.02.2024 08:00 - 29.02.2024 09:00","20.68","EUR"
"29.02.2024 09:00 - 29.02.2024 10:00","20.04","EUR"
"29.02.2024 10:00 - 29.02.2024 11:00","18.84","EUR"
"29.02.2024 11:00 - 29.02.2024 12:00","16.84","EUR"
"29.02.2024 12:00 - 29.02.2024 13:00","15.07","EUR"
"29.02.2024 13:00 - 29.02.2024 14:00","13.32","EUR"
"29.02.2024 14:00 - 29.02.2024 15:00","11.25","EUR"
"29.02.2024 15:00 - 29.02.2024 16:00","9.23","EUR"
"29.02.2024 16:00 - 29.02.2024 17:00","11.16","EUR"
"29.02.2024 17:00 - 29.02.2024 18:00","12.35","EUR"
"29.02.2024 18:00 - 29.02.2024 19:00","9.74","EUR"
"29.02.2024 19:00 - 29.02.2024 20:00","6.5","EUR"
"29.02.2024 20:00 - 29.02.2024 21:00","2.86","EUR"
"29.02.2024 21:00 - 29.02.2024 22:00","0.32","EUR"
"29.02.2024 22:00 - 29.02.2024 23:00","0.0","EUR"
"29.02.2024 23:00 - 01.03.2024 00:00","-0.02","EUR"
"01.03.2024 00:00 - 01.03.2024 01:00","0.0","EUR"
"01.03.2024 01:00 - 01.03.2024 02:00","0.0","EUR"
"01.03.2024 02:00 - 01.03.2024 03:00","0.0","EUR"
"01.03.2024 03:00 - 01.03.2024 04:00","0.0","EUR"
"01.03.2024 04:00 - 01.03.2024 05:00","0.01","EUR"
"01.03.2024 05:00 - 01.03.2024 06:00","20.46","EUR"
"01.03.2024 06:00 - 01.03.2024 07:00","23.0","EUR"
"01.03.2024 07:00 - 01.03.2024 08:00","25.97","EUR"
"01.03.2024 08:00 - 01.03.2024 09:00","27.99","EUR"
"01.03.2024 09:00 - 01.03.2024 10:00","30.02","EUR"
"01.03.2024 10:00 - 01.03.2024 11:00","29.78","EUR"
"01.03.2024 11:00 - 01.03.2024 12:00","30.0","EUR"
"01.03.2024 12:00 - 01.03.2024 13:00","30.98","EUR"
"01.03.2024 13:00 - 01.03.2024 14:00","30.97","EUR"
"01.03.2024 14:00 - 01.03.2024 15:00","29.65","EUR"
"01.03.2024 15:00 - 01.03.2024 16:00","28.0","EUR"
"01.03.2024 16:00 - 01.03.2024 17:00","25.99","EUR"
"01.03.2024 17:00 - 01.03.2024 18:00","26.71","EUR"
"01.03.2024 18:00 - 01.03.2024 19:00","29.46","EUR"
"01.03.2024 19:00 - 01.03.2024 20:00","29.1","EUR"
"01.03.2024 20:00 - 01.03.2024 21:00","26.58","EUR"
"01.03.2024 21:00 - 01.03.2024 22:00","26.39","EUR"
"01.03.2024 22:00 - 01.03.2024 23:00","26.78","EUR"
"01.03.2024 23:00 - 02.03.2024 00:00","25.95","EUR"
"02.03.2024 00:00 - 02.03.2024 01:00","31.17","EUR"
"02.03.2024 01:00 - 02.03.2024 02:00","33.1","EUR"
"02.03.2024 02:00 - 02.03.2024 03:00","34.68","EUR"
"02.03.2024 03:00 - 02.03.2024 04:00","35.43","EUR"
"02.03.2024 04:00 - 02.03.2024 05:00","36.94","EUR"
"02.03.2024 05:00 - 02.03.2024 06:00","37.95","EUR"
"02.03.2024 06:00 - 02.03.2024 07:00","36.45","EUR"
"02.03.2024 07:00 - 02.03.2024 08:00","37.89","EUR"
"02.03.2024 08:00 - 02.03.2024 09:00","39.93","EUR"
"02.03.2024 09:00 - 02.03.2024 10:00","42.09","EUR"
"02.03.2024 10:00 - 02.03.2024 11:00","41.43","EUR"
"02.03.2024 11:00 - 02.03.2024 12:00","43.1","EUR"
"02.03.2024 12:00 - 02.03.2024 13:00","43.72","EUR"
"02.03.2024 13:00 - 02.03.2024 14:00","47.93","EUR"
"02.03.2024 14:00 - 02.03.2024 15:00","49.35","EUR"
"02.03.2024 15:00 - 02.03.2024 16:00","50.64","EUR"
"02.03.2024 16:00 - 02.03.2024 17:00","59.19","EUR"
"02.03.2024 17:00 - 02.03.2024 18:00","63.07","EUR"
"02.03.2024 18:00 - 02.03.2024 19:00","63.93","EUR"
"02.03.2024 19:00 - 02.03.2024 20:00","60.42","EUR"
"02.03.2024 20:00 - 02.03.2024 21:00","51.1","EUR"
"02.03.2024 21:00 - 02.03.2024 22:00","48.07","EUR"
"02.03.2024 22:00 - 02.03.2024 23:00","57.34","EUR"
"02.03.2024 23:00 - 03.03.2024 00:00","44.85","EUR"
"03.03.2024 00:00 - 03.03.2024 01:00","51.57","EUR"
"03.03.2024 01:00 - 03.03.2024 02:00","51.97","EUR"
"03.03.2024 02:00 - 03.03.2024 03:00","52.51","EUR"
"03.03.2024 03:00 - 03.03.2024 04:00","53.49","EUR"
"03.03.2024 04:00 - 03.03.2024 05:00","53.71","EUR"
"03.03.2024 05:00 - 03.03.2024 06:00","54.21","EUR"
"03.03.2024 06:00 - 03.03.2024 07:00","54.66","EUR"
"03.03.2024 07:00 - 03.03.2024 08:00","55.51","EUR"
"03.03.2024 08:00 - 03.03.2024 09:00","54.77","EUR"
"03.03.2024 09:00 - 03.03.2024 10:00","66.25","EUR"
"03.03.2024 10:00 - 03.03.2024 11:00","77.22","EUR"
"03.03.2024 11:00 - 03.03.2024 12:00","77.33","EUR"
"03.03.2024 12:00 - 03.03.2024 13:00","76.04","EUR"
"03.03.2024 13:00 - 03.03.2024 14:00","72.02","EUR"
"03.03.2024 14:00 - 03.03.2024 15:00","71.75","EUR"
"03.03.2024 15:00 - 03.03.2024 16:00","70.67","EUR"
"03.03.2024 16:00 - 03.03.2024 17:00","68.02","EUR"
"03.03.2024 17:00 - 03.03.2024 18:00","82.63","EUR"
"03.03.2024 18:00 - 03.03.2024 19:00","85.06","EUR"
"03.03.2024 19:00 - 03.03.2024 20:00","86.96","EUR"
"03.03.2024 20:00 - 03.03.2024 21:00","77.09","EUR"
"03.03.2024 21:00 - 03.03.2024 22:00","86.85","EUR"
"03.03.2024 22:00 - 03.03.2024 23:00","98.7","EUR"
"03.03.2024 23:00 - 04.03.2024 00:00","77.12","EUR"
"04.03.2024 00:00 - 04.03.2024 01:00","101.07","EUR"
"04.03.2024 01:00 - 04.03.2024 02:00","86.98","EUR"
"04.03.2024 02:00 - 04.03.2024 03:00","68.02","EUR"
"04.03.2024 03:00 - 04.03.2024 04:00","66.22","EUR"
"04.03.2024 04:00 - 04.03.2024 05:00","68.07","EUR"
"04.03.2024 05:00 - 04.03.2024 06:00","87.49","EUR"
"04.03.2024 06:00 - 04.03.2024 07:00","101.05","EUR"
"04.03.2024 07:00 - 04.03.2024 08:00","114.09","EUR"
"04.03.2024 08:00 - 04.03.2024 09:00","114.08","EUR"
"04.03.2024 09:00 - 04.03.2024 10:00","122.48","EUR"
"04.03.2024 10:00 - 04.03.2024 11:00","100.82","EUR"
"04.03.2024 11:00 - 04.03.2024 12:00","101.04","EUR"
"04.03.2024 12:00 - 04.03.2024 13:00","92.79","EUR"
"04.03.2024 13:00 - 04.03.2024 14:00","87.04","EUR"
"04.03.2024 14:00 - 04.03.2024 15:00","83.65","EUR"
"04.03.2024 15:00 - 04.03.2024 16:00","94.02","EUR"
"04.03.2024 16:00 - 04.03.2024 17:00","96.0","EUR"
"04.03.2024 17:00 - 04.03.2024 18:00","97.27","EUR"
"04.03.2024 18:00 - 04.03.2024 19:00","105.18","EUR"
"04.03.2024 19:00 - 04.03.2024 20:00","99.13","EUR"
"04.03.2024 20:00 - 04.03.2024 21:00","80.52","EUR"
"04.03.2024 21:00 - 04.03.2024 22:00","83.76","EUR"
"04.03.2024 22:00 - 04.03.2024 23:00","101.91","EUR"
"04.03.2024 23:00 - 05.03.2024 00:00","91.28","EUR"
"05.03.2024 00:00 - 05.03.2024 01:00","69.02","EUR"
"05.03.2024 01:00 - 05.03.2024 02:00","60.4","EUR"
"05.03.2024 02:00 - 05.03.2024 03:00","56.46","EUR"
"05.03.2024 03:00 - 05.03.2024 04:00","56.36","EUR"
"05.03.2024 04:00 - 05.03.2024 05:00","67.29","EUR"
"05.03.2024 05:00 - 05.03.2024 06:00","115.77","EUR"
"05.03.2024 06:00 - 05.03.2024 07:00","110.24","EUR"
"05.03.2024 07:00 - 05.03.2024 08:00","105.01","EUR"
"05.03.2024 08:00 - 05.03.2024 09:00","115.01","EUR"
"05.03.2024 09:00 - 05.03.2024 10:00","94.07","EUR"
"05.03.2024 10:00 - 05.03.2024 11:00","94.9","EUR"
"05.03.2024 11:00 - 05.03.2024 12:00","75.48","EUR"
"05.03.2024 12:00 - 05.03.2024 13:00","85.01","EUR"
"05.03.2024 13:00 - 05.03.2024 14:00","75.01","EUR"
"05.03.2024 14:00 - 05.03.2024 15:00","69.99","EUR"
"05.03.2024 15:00 - 05.03.2024 16:00","80.68","EUR"
"05.03.2024 16:00 - 05.03.2024 17:00","78.9","EUR"
"05.03.2024 17:00 - 05.03.2024 18:00","104.86","EUR"
"05.03.2024 18:00 - 05.03.2024 19:00","110.63","EUR"
"05.03.2024 19:00 - 05.03.2024 20:00","114.3","EUR"
"05.03.2024 20:00 - 05.03.2024 21:00","94.29","EUR"
"05.03.2024 21:00 - 05.03.2024 22:00","100.33","EUR"
"05.03.2024 22:00 - 05.03.2024 23:00","101.5","EUR"
"05.03.2024 23:00 - 06.03.2024 00:00","81.91","EUR"
"06.03.2024 00:00 - 06.03.2024 01:00","64.02","EUR"
"06.03.2024 01:00 - 06.03.2024 02:00","62.77","EUR"
"06.03.2024 02:00 - 06.03.2024 03:00","62.17","EUR"
"06.03.2024 03:00 - 06.03.2024 04:00","62.74","EUR"
"06.03.2024 04:00 - 06.03.2024 05:00","64.92","EUR"
"06.03.2024 05:00 - 06.03.2024 06:00","84.36","EUR"
"06.03.2024 06:00 - 06.03.2024 07:00","99.5","EUR"
"06.03.2024 07:00 - 06.03.2024 08:00","114.99","EUR"
"06.03.2024 08:00 - 06.03.2024 09:00","108.7","EUR"
"06.03.2024 09:00 - 06.03.2024 10:00","93.75","EUR"
"06.03.2024 10:00 - 06.03.2024 11:00","73.39","EUR"
"06.03.2024 11:00 - 06.03.2024 12:00","102.09","EUR"
"06.03.2024 12:00 - 06.03.2024 13:00","82.32","EUR"
"06.03.2024 13:00 - 06.03.2024 14:00","72.96","EUR"
"06.03.2024 14:00 - 06.03.2024 15:00","70.64","EUR"
"06.03.2024 15:00 - 06.03.2024 16:00","75.44","EUR"
"06.03.2024 16:00 - 06.03.2024 17:00","84.31","EUR"
"06.03.2024 17:00 - 06.03.2024 18:00","106.03","EUR"
"06.03.2024 18:00 - 06.03.2024 19:00","119.25","EUR"
"06.03.2024 19:00 - 06.03.2024 20:00","119.03","EUR"
"06.03.2024 20:00 - 06.03.2024 21:00","92.95","EUR"
"06.03.2024 21:00 - 06.03.2024 22:00","80.13","EUR"
"06.03.2024 22:00 - 06.03.2024 23:00","77.98","EUR"
"06.03.2024 23:00 - 07.03.2024 00:00","74.34","EUR"
"07.03.2024 00:00 - 07.03.2024 01:00","73.33","EUR"
"07.03.2024 01:00 - 07.03.2024 02:00","72.32","EUR"
"07.03.2024 02:00 - 07.03.2024 03:00","70.34","EUR"
"07.03.2024 03:00 - 07.03.2024 04:00","68.71","EUR"
"07.03.2024 04:00 - 07.03.2024 05:00","69.89","EUR"
"07.03.2024 05:00 - 07.03.2024 06:00","83.05","EUR"
"07.03.2024 06:00 - 07.03.2024 07:00","130.03","EUR"
"07.03.2024 07:00 - 07.03.2024 08:00","199.99","EUR"
"07.03.2024 08:00 - 07.03.2024 09:00","142.99","EUR"
"07.03.2024 09:00 - 07.03.2024 10:00","82.39","EUR"
"07.03.2024 10:00 - 07.03.2024 11:00","107.82","EUR"
"07.03.2024 11:00 - 07.03.2024 12:00","90.79","EUR"
"07.03.2024 12:00 - 07.03.2024 13:00","87.19","EUR"
"07.03.2024 13:00 - 07.03.2024 14:00","74.29","EUR"
"07.03.2024 14:00 - 07.03.2024 15:00","67.36","EUR"
"07.03.2024 15:00 - 07.03.2024 16:00","81.11","EUR"
"07.03.2024 16:00 - 07.03.2024 17:00","96.98","EUR"
"07.03.2024 17:00 - 07.03.2024 18:00","106.75","EUR"
"07.03.2024 18:00 - 07.03.2024 19:00","111.52","EUR"
"07.03.2024 19:00 - 07.03.2024 20:00","101.08","EUR"
"07.03.2024 20:00 - 07.03.2024 21:00","79.9","EUR"
"07.03.2024 21:00 - 07.03.2024 22:00","85.79","EUR"
"07.03.2024 22:00 - 07.03.2024 23:00","79.89","EUR"
"07.03.2024 23:00 - 08.03.2024 00:00","70.61","EUR"
"08.03.2024 00:00 - 08.03.2024 01:00","66.81","EUR"
"08.03.2024 01:00 - 08.03.2024 02:00","64.89","EUR"
"08.03.2024 02:00 - 08.03.2024 03:00","64.87","EUR"
"08.03.2024 03:00 - 08.03.2024 04:00","64.01","EUR"
"08.03.2024 04:00 - 08.03.2024 05:00","67.72","EUR"
"08.03.2024 05:00 - 08.03.2024 06:00","79.15","EUR"
"08.03.2024 06:00 - 08.03.2024 07:00","96.16","EUR"
"08.03.2024 07:00 - 08.03.2024 08:00","95.06","EUR"
"08.03.2024 08:00 - 08.03.2024 09:00","113.16","EUR"
"08.03.2024 09:00 - 08.03.2024 10:00","111.62","EUR"
"08.03.2024 10:00 - 08.03.2024 11:00","78.74","EUR"
"08.03.2024 11:00 - 08.03.2024 12:00","106.58","EUR"
"08.03.2024 12:00 - 08.03.2024 13:00","82.84","EUR"
"08.03.2024 13:00 - 08.03.2024 14:00","77.58","EUR"
"08.03.2024 14:00 - 08.03.2024 15:00","73.11","EUR"
"08.03.2024 15:00 - 08.03.2024 16:00","69.66","EUR"
"08.03.2024 16:00 - 08.03.2024 17:00","80.0","EUR"
"08.03.2024 17:00 - 08.03.2024 18:00","116.24","EUR"
"08.03.2024 18:00 - 08.03.2024 19:00","119.86","EUR"
"08.03.2024 19:00 - 08.03.2024 20:00","109.28","EUR"
"08.03.2024 20:00 - 08.03.2024 21:00","68.89","EUR"
"08.03.2024 21:00 - 08.03.2024 22:00","88.84","EUR"
"08.03.2024 22:00 - 08.03.2024 23:00","82.19","EUR"
"08.03.2024 23:00 - 09.03.2024 00:00","75.84","EUR"
"09.03.2024 00:00 - 09.03.2024 01:00","87.82","EUR"
"09.03.2024 01:00 - 09.03.2024 02:00","75.26","EUR"
"09.03.2024 02:00 - 09.03.2024 03:00","74.77","EUR"
"09.03.2024 03:00 - 09.03.2024 04:00","71.98","EUR"
"09.03.2024 04:00 - 09.03.2024 05:00","73.37","EUR"
"09.03.2024 05:00 - 09.03.2024 06:00","85.45","EUR"
"09.03.2024 06:00 - 09.03.2024 07:00","74.86","EUR"
"09.03.2024 07:00 - 09.03.2024 08:00","69.57","EUR"
"09.03.2024 08:00 - 09.03.2024 09:00","77.58","EUR"
"09.03.2024 09:00 - 09.03.2024 10:00","72.03","EUR"
"09.03.2024 10:00 - 09.03.2024 11:00","85.01","EUR"
"09.03.2024 11:00 - 09.03.2024 12:00","79.98","EUR"
"09.03.2024 12:00 - 09.03.2024 13:00","79.02","EUR"
"09.03.2024 13:00 - 09.03.2024 14:00","83.88","EUR"
"09.03.2024 14:00 - 09.03.2024 15:00","74.54","EUR"
"09.03.2024 15:00 - 09.03.2024 16:00","68.13","EUR"
"09.03.2024 16:00 - 09.03.2024 17:00","65.72","EUR"
"09.03.2024 17:00 - 09.03.2024 18:00","112.02","EUR"
"09.03.2024 18:00 - 09.03.2024 19:00","139.34","EUR"
"09.03.2024 19:00 - 09.03.2024 20:00","75.11","EUR"
"09.03.2024 20:00 - 09.03.2024 21:00","67.67","EUR"
"09.03.2024 21:00 - 09.03.2024 22:00","62.48","EUR"
"09.03.2024 22:00 - 09.03.2024 23:00","65.57","EUR"
"09.03.2024 23:00 - 10.03.2024 00:00","65.93","EUR"
"10.03.2024 00:00 - 10.03.2024 01:00","75.01","EUR"
"10.03.2024 01:00 - 10.03.2024 02:00","71.62","EUR"
"10.03.2024 02:00 - 10.03.2024 03:00","69.09","EUR"
"10.03.2024 03:00 - 10.03.2024 04:00","69.05","EUR"
"10.03.2024 04:00 - 10.03.2024 05:00","70.29","EUR"
"10.03.2024 05:00 - 10.03.2024 06:00","85.48","EUR"
"10.03.2024 06:00 - 10.03.2024 07:00","71.99","EUR"
"10.03.2024 07:00 - 10.03.2024 08:00","70.82","EUR"
"10.03.2024 08:00 - 10.03.2024 09:00","72.48","EUR"
"10.03.2024 09:00 - 10.03.2024 10:00","75.0","EUR"
"10.03.2024 10:00 - 10.03.2024 11:00","87.28","EUR"
"10.03.2024 11:00 - 10.03.2024 12:00","75.0","EUR"
"10.03.2024 12:00 - 10.03.2024 13:00","69.25","EUR"
"10.03.2024 13:00 - 10.03.2024 14:00","63.78","EUR"
"10.03.2024 14:00 - 10.03.2024 15:00","59.39","EUR"
"10.03.2024 15:00 - 10.03.2024 16:00","59.91","EUR"
"10.03.2024 16:00 - 10.03.2024 17:00","62.78","EUR"
"10.03.2024 17:00 - 10.03.2024 18:00","60.01","EUR"
"10.03.2024 18:00 - 10.03.2024 19:00","59.94","EUR"
"10.03.2024 19:00 - 10.03.2024 20:00","55.55","EUR"
"10.03.2024 20:00 - 10.03.2024 21:00","50.01","EUR"
"10.03.2024 21:00 - 10.03.2024 22:00","52.45","EUR"
"10.03.2024 22:00 - 10.03.2024 23:00","50.01","EUR"
"10.03.2024 23:00 - 11.03.2024 00:00","49.09","EUR"
"11.03.2024 00:00 - 11.03.2024 01:00","36.68","EUR"
"11.03.2024 01:00 - 11.03.2024 02:00","33.9","EUR"
"11.03.2024 02:00 - 11.03.2024 03:00","34.84","EUR"
"11.03.2024 03:00 - 11.03.2024 04:00","35.0","EUR"
"11.03.2024 04:00 - 11.03.2024 05:00","44.47","EUR"
"11.03.2024 05:00 - 11.03.2024 06:00","54.95","EUR"
"11.03.2024 06:00 - 11.03.2024 07:00","74.32","EUR"
"11.03.2024 07:00 - 11.03.2024 08:00","75.66","EUR"
"11.03.2024 08:00 - 11.03.2024 09:00","76.7","EUR"
"11.03.2024 09:00 - 11.03.2024 10:00","77.0","EUR"
"11.03.2024 10:00 - 11.03.2024 11:00","87.25","EUR"
"11.03.2024 11:00 - 11.03.2024 12:00","79.06","EUR"
"11.03.2024 12:00 - 11.03.2024 13:00","68.37","EUR"
"11.03.2024 13:00 - 11.03.2024 14:00","68.69","EUR"
"11.03.2024 14:00 - 11.03.2024 15:00","62.91","EUR"
"11.03.2024 15:00 - 11.03.2024 16:00","63.88","EUR"
"11.03.2024 16:00 - 11.03.2024 17:00","79.02","EUR"
"11.03.2024 17:00 - 11.03.2024 18:00","90.86","EUR"
"11.03.2024 18:00 - 11.03.2024 19:00","100.42","EUR"
"11.03.2024 19:00 - 11.03.2024 20:00","79.92","EUR"
"11.03.2024 20:00 - 11.03.2024 21:00","75.03","EUR"
"11.03.2024 21:00 - 11.03.2024 22:00","67.87","EUR"
"11.03.2024 22:00 - 11.03.2024 23:00","63.45","EUR"
"11.03.2024 23:00 - 12.03.2024 00:00","59.95","EUR"
"12.03.2024 00:00 - 12.03.2024 01:00","64.56","EUR"
"12.03.2024 01:00 - 12.03.2024 02:00","63.46","EUR"
"12.03.2024 02:00 - 12.03.2024 03:00","63.3","EUR"
"12.03.2024 03:00 - 12.03.2024 04:00","63.11","EUR"
"12.03.2024 04:00 - 12.03.2024 05:00","63.85","EUR"
"12.03.2024 05:00 - 12.03.2024 06:00","69.16","EUR"
"12.03.2024 06:00 - 12.03.2024 07:00","72.41","EUR"
"12.03.2024 07:00 - 12.03.2024 08:00","95.85","EUR"
"12.03.2024 08:00 - 12.03.2024 09:00","99.3","EUR"
"12.03.2024 09:00 - 12.03.2024 10:00","90.91","EUR"
"12.03.2024 10:00 - 12.03.2024 11:00","83.11","EUR"
"12.03.2024 11:00 - 12.03.2024 12:00","78.18","EUR"
"12.03.2024 12:00 - 12.03.2024 13:00","76.17","EUR"
"12.03.2024 13:00 - 12.03.2024 14:00","73.67","EUR"
"12.03.2024 14:00 - 12.03.2024 15:00","70.06","EUR"
"12.03.2024 15:00 - 12.03.2024 16:00","69.01","EUR"
"12.03.2024 16:00 - 12.03.2024 17:00","69.0","EUR"
"12.03.2024 17:00 - 12.03.2024 18:00","75.38","EUR"
"12.03.2024 18:00 - 12.03.2024 19:00","82.33","EUR"
"12.03.2024 19:00 - 12.03.2024 20:00","99.13","EUR"
"12.03.2024 20:00 - 12.03.2024 21:00","71.09","EUR"
"12.03.2024 21:00 - 12.03.2024 22:00","71.41","EUR"
"12.03.2024 22:00 - 12.03.2024 23:00","68.27","EUR"
"12.03.2024 23:00 - 13.03.2024 00:00","63.15","EUR"
